compound,base_compound,isotope_info,neutral_formula,ion_formula,mass_type,calculated_mz,atomic_base_mass,atomic_mz,rdkit_base_mass,rdkit_mz,atomic_difference,rdkit_difference,method_difference
Octamethylcyclotetrasiloxane (D4) [M+H]+,Octamethylcyclotetrasiloxane (D4),,C8H24O4Si4,C8H25O4Si4,protonated,297.0829903779,296.07516537792,297.08299037792,296.075168,297.08299300000004,2.000888343900442e-11,2.6221000553050544e-06,2.6220800464216154e-06
Octamethylcyclotetrasiloxane (D4) [M+NH4]+,Octamethylcyclotetrasiloxane (D4),,C8H24O4Si4,C8H28NO4Si4,ammoniated,314.1089883779,296.07516537792,314.10898837791996,296.075168,314.108991,1.9952040020143613e-11,2.6220999984616356e-06,2.6220800464216154e-06
Octamethylcyclotetrasiloxane (D4) [M+Na]+,Octamethylcyclotetrasiloxane (D4),,C8H24O4Si4,C8H24NaO4Si4,sodiated,319.0649343779,296.07516537792,319.06493437792,296.075168,319.06493700000004,2.000888343900442e-11,2.6221000553050544e-06,2.6220800464216154e-06
Octamethylcyclotetrasiloxane (D4) [M+K]+,Octamethylcyclotetrasiloxane (D4),,C8H24O4Si4,C8H24KO4Si4,potassiated,335.0388723779,296.07516537792,335.03887237792,296.075168,335.038875,1.9952040020143613e-11,2.6220999984616356e-06,2.6220800464216154e-06
Octamethylcyclotetrasiloxane (D4) [2M+H]+,Octamethylcyclotetrasiloxane (D4),,C16H48O8Si8,C16H49O8Si8,dimer_protonated,592.1503307558,592.15033075584,593.15815575584,592.150336,593.1581610000001,1.0078250000399294,1.0078302442000222,5.244160092843231e-06
Decamethylcyclopentasiloxane (D5) [M+H]+,Decamethylcyclopentasiloxane (D5),,C10H30O5Si5,C10H31O5Si5,protonated,371.1017817224,370.0939567224,371.1017817224,370.09396,371.101785,0.0,3.2776000011836004e-06,3.2776000011836004e-06
Decamethylcyclopentasiloxane (D5) [M+NH4]+,Decamethylcyclopentasiloxane (D5),,C10H30O5Si5,C10H34NO5Si5,ammoniated,388.1277797224,370.0939567224,388.12777972239996,370.09396,388.12778299999997,5.684341886080802e-14,3.2775999443401815e-06,3.2776000011836004e-06
Decamethylcyclopentasiloxane (D5) [M+Na]+,Decamethylcyclopentasiloxane (D5),,C10H30O5Si5,C10H30NaO5Si5,sodiated,393.0837257224,370.0939567224,393.0837257224,370.09396,393.083729,0.0,3.2776000011836004e-06,3.2776000011836004e-06
Decamethylcyclopentasiloxane (D5) [M+K]+,Decamethylcyclopentasiloxane (D5),,C10H30O5Si5,C10H30KO5Si5,potassiated,409.0576637224,370.0939567224,409.0576637224,370.09396,409.057667,0.0,3.2776000011836004e-06,3.2776000011836004e-06
Decamethylcyclopentasiloxane (D5) [2M+H]+,Decamethylcyclopentasiloxane (D5),,C20H60O10Si10,C20H61O10Si10,dimer_protonated,740.1879134448,740.1879134448,741.1957384448,740.18792,741.195745,1.0078250000000253,1.0078315552000277,6.555200002367201e-06
Diethylene glycol [M+H]+,Diethylene glycol,,C4H10O3,C4H11O3,protonated,107.0708191794,106.06299417938,107.07081917938,106.062995,107.07082,2.000888343900442e-11,8.205999932897612e-07,8.206200021732002e-07
Diethylene glycol [M+NH4]+,Diethylene glycol,,C4H10O3,C4H14NO3,ammoniated,124.0968171794,106.06299417938,124.09681717938,106.062995,124.096818,2.000888343900442e-11,8.205999932897612e-07,8.206200021732002e-07
Diethylene glycol [M+Na]+,Diethylene glycol,,C4H10O3,C4H10NaO3,sodiated,129.0527631794,106.06299417938,129.05276317938,106.062995,129.052764,1.9980461729574017e-11,8.206000075006159e-07,8.206199879623455e-07
Diethylene glycol [M+K]+,Diethylene glycol,,C4H10O3,C4H10KO3,potassiated,145.0267011794,106.06299417938,145.02670117937998,106.062995,145.026702,2.000888343900442e-11,8.206000075006159e-07,8.206200163840549e-07
Diethylene glycol [2M+H]+,Diethylene glycol,,C8H20O6,C8H21O6,dimer_protonated,212.1259883588,212.12598835876,213.13381335876,212.12599,213.133815,1.0078249999600075,1.0078266412000119,1.6412400043464004e-06
Diethylene glycol [M-H2O+H]+,Diethylene glycol,,C4H8O2,C4H9O2,dehydrated_protonated,88.0524294957,88.05242949568,71.04460449568,88.05243,71.044605,17.00782500001999,17.007824495699992,5.043199990950598e-07
Triethylene glycol [M+H]+,Triethylene glycol,,C6H14O4,C6H15O4,protonated,151.0970339272,150.08920892722,151.09703392722,150.08921,151.097035,2.000888343900442e-11,1.0728000177095964e-06,1.0727800088261574e-06
Triethylene glycol [M+NH4]+,Triethylene glycol,,C6H14O4,C6H18NO4,ammoniated,168.1230319272,150.08920892722,168.12303192722,150.08921,168.12303300000002,2.000888343900442e-11,1.0728000177095964e-06,1.0727800088261574e-06
Triethylene glycol [M+Na]+,Triethylene glycol,,C6H14O4,C6H14NaO4,sodiated,173.0789779272,150.08920892722,173.07897792722,150.08921,173.078979,2.000888343900442e-11,1.0728000177095964e-06,1.0727800088261574e-06
Triethylene glycol [M+K]+,Triethylene glycol,,C6H14O4,C6H14KO4,potassiated,189.0529159272,150.08920892722,189.05291592722,150.08921,189.052917,2.000888343900442e-11,1.0728000177095964e-06,1.0727800088261574e-06
Triethylene glycol [2M+H]+,Triethylene glycol,,C12H28O8,C12H29O8,dimer_protonated,300.1784178544,300.17841785444,301.18624285444,300.17842,301.18624500000004,1.007825000040043,1.0078271456000607,2.145560017652315e-06
Triethylene glycol [M-H2O+H]+,Triethylene glycol,,C6H12O3,C6H13O3,dehydrated_protonated,132.0786442435,132.07864424352,115.07081924351999,132.078645,115.07082,17.007824999980016,17.00782424350001,7.56480005748017e-07
TBA fragment C12H28N [M+H]+,TBA fragment C12H28N,,C12H28N,C12H29N,protonated,187.2299999028,186.22217490276,187.22999990276,186.222174,187.229999,3.998934516857844e-11,9.02799996538306e-07,9.027600071931374e-07
TBA fragment C12H28N [M+NH4]+,TBA fragment C12H28N,,C12H28N,C12H32N2,ammoniated,204.2559979028,186.22217490276,204.25599790276001,186.222174,204.255997,3.998934516857844e-11,9.02799996538306e-07,9.027600071931374e-07
TBA fragment C12H28N [M+Na]+,TBA fragment C12H28N,,C12H28N,C12H28NNa,sodiated,209.2119439028,186.22217490276,209.21194390276,186.222174,209.211943,3.998934516857844e-11,9.02799996538306e-07,9.027600071931374e-07
TBA fragment C12H28N [M+K]+,TBA fragment C12H28N,,C12H28N,C12H28KN,potassiated,225.1858819028,186.22217490276,225.18588190276,186.222174,225.185881,3.998934516857844e-11,9.02799996538306e-07,9.027600071931374e-07
TBA fragment C12H28N [2M+H]+,TBA fragment C12H28N,,C24H56N2,C24H57N2,dimer_protonated,372.4443498055,372.44434980552,373.45217480552003,372.444348,373.452173,1.0078250000200342,1.0078231945000198,1.8055200143862749e-06
TBA fragment C6H14N [M+H]+,TBA fragment C6H14N,,C6H14N,C6H15N,protonated,101.1204494538,100.11262445378,101.12044945378,100.112624,101.120449,2.000888343900442e-11,4.538000126785846e-07,4.537800037951456e-07
TBA fragment C6H14N [M+NH4]+,TBA fragment C6H14N,,C6H14N,C6H18N2,ammoniated,118.1464474538,100.11262445378,118.14644745378,100.112624,118.146447,1.999467258428922e-11,4.537999984677299e-07,4.537800037951456e-07
TBA fragment C6H14N [M+Na]+,TBA fragment C6H14N,,C6H14N,C6H14NNa,sodiated,123.1023934538,100.11262445378,123.10239345378,100.112624,123.10239299999999,2.000888343900442e-11,4.538000126785846e-07,4.537800037951456e-07
TBA fragment C6H14N [M+K]+,TBA fragment C6H14N,,C6H14N,C6H14KN,potassiated,139.0763314538,100.11262445378,139.07633145378,100.112624,139.07633099999998,2.000888343900442e-11,4.538000268894393e-07,4.537800180060003e-07
TBA fragment C6H14N [2M+H]+,TBA fragment C6H14N,,C12H28N2,C12H29N2,dimer_protonated,200.2252489076,200.22524890756,201.23307390756,200.225248,201.233073,1.0078249999600075,1.0078240924,9.075600075902912e-07
